,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
586,711,toy story 2,5,6,6,12
587,714,manhattan,1,16,3,7
588,715,harold and maude,1,16,3,7
589,716,charade,1,17,3,115
590,717,harvey,1,16,2,46
591,718,miracle on 34th street,1,16,20,172
592,719,arsenic and old lace,1,19,16,126
593,720,sullivan's travels,4,5,18,19
594,722,isle of dogs,5,6,6,12
595,723,hunt for the wilderpeople,4,5,18,19
596,724,paddington 2,4,5,20,10
597,725,pride,3,5,18,75
598,727,about time,1,16,2,46
599,728,english vinglish,1,16,20,172
600,729,moonrise kingdom,1,16,3,7
601,731,the big short,3,5,18,75
602,733,tôkyô goddofâzâzu,5,6,6,12
603,734,les choristes,1,16,11,15
604,735,being john malkovich,1,16,2,46
605,736,ed wood,3,5,18,75
606,737,the sandlot,1,16,20,172
607,738,back to the future part ii,4,5,0,40
608,740,the king of comedy,1,19,18,13
609,741,mary poppins,1,18,2,94
610,742,to have and have not,4,5,12,50
611,743,his girl friday,1,16,3,7
612,744,you can't take it with you,1,16,3,7
613,745,a night at the opera,1,8,13,18
614,747,kapoor & sons,1,16,20,172
615,748,en man som heter ove,1,16,3,7
616,750,ma vie de courgette,5,5,18,165
617,751,toy story 4,5,6,6,12
618,752,nebraska,4,5,18,19
619,753,wreck-it ralph,5,6,6,12
620,754,midnight in paris,1,2,3,47
621,756,silver linings playbook,1,16,3,7
622,757,(500) days of summer,1,16,3,7
623,758,flipped,1,16,3,7
624,759,toki o kakeru shôjo,5,6,6,12
625,760,adams æbler,1,19,18,13
626,761,tangled,5,6,6,12
627,763,good bye lenin!,1,16,3,7
628,764,les triplettes de belleville,5,5,18,165
629,765,hedwig and the angry inch,1,16,11,15
630,766,"o brother, where art thou?",4,5,22,38
631,767,"south park: bigger, longer & uncut",5,5,2,82
632,768,sen to chihiro no kamikakushi,5,6,20,45
633,769,it's a wonderful life,0,18,2,30
634,770,the lion king,5,6,18,42
635,773,wall·e,5,6,20,45
636,779,hauru no ugoku shiro,5,6,20,45
637,781,bacheha-ye aseman,0,18,1,91
638,783,ôkami kodomo no ame to yuki,5,16,20,69
639,784,hachi: a dog's tale,3,16,20,66
640,786,chak de! india,0,18,1,91
641,791,the sound of music,3,16,20,66
642,792,the wizard of oz,4,18,2,3
643,794,wolfwalkers,5,6,20,45
644,797,kaguya-hime no monogatari,5,16,20,69
645,798,song of the sea,5,6,18,42
646,801,beauty and the beast,5,18,2,79
647,802,the princess bride,4,18,2,3
648,803,tenkû no shiro rapyuta,5,6,20,45
649,804,fiddler on the roof,0,18,13,31
650,805,togo,4,14,18,68
651,807,harry potter and the prisoner of azkaban,4,18,2,3
652,810,mimi wo sumaseba,5,16,20,69
653,811,the nightmare before christmas,5,18,2,79
654,812,e.t. the extra-terrestrial,4,18,0,95
655,813,the ten commandments,4,16,20,8
656,820,veer-zaara,0,18,13,31
657,821,october sky,3,16,20,66
658,824,majo no takkyûbin,5,6,20,45
659,825,willy wonka & the chocolate factory,2,2,13,55
660,826,my fair lady,0,18,13,31
661,830,the breadwinner,5,16,20,69
662,831,omoide no mânî,5,16,20,69
663,835,le petit prince,5,6,18,42
664,837,harry potter and the deathly hallows: part 1,4,18,2,3
665,840,harry potter and the goblet of fire,4,18,2,3
666,841,coraline,5,16,20,69
667,842,finding neverland,3,16,20,66
668,843,the muppet christmas carol,1,16,20,172
669,844,who framed roger rabbit,5,6,6,12
670,845,the goonies,4,5,20,10
671,846,fantasia,5,18,2,79
672,847,the mitchells vs the machines,5,6,6,12
673,849,moana,5,6,6,12
674,850,karigurashi no arietty,5,6,18,42
675,851,despicable me,5,6,6,12
676,852,gake no ue no ponyo,5,6,6,12
677,853,stardust,4,18,2,3
678,854,the secret of kells,5,6,20,45
679,857,harry potter and the sorcerer's stone,4,18,2,3
680,858,mulan,5,6,6,12
681,859,a little princess,0,18,2,30
682,860,the little mermaid,5,6,6,12
683,861,the muppet movie,4,5,20,10
684,862,the jungle book,5,6,6,12
685,863,snow white and the seven dwarfs,5,6,20,45
686,864,la tortue rouge,5,18,2,79
687,865,byôsoku 5 senchimêtoru,5,16,20,69
688,866,hugo,4,16,20,8
689,868,secondhand lions,1,16,20,172
690,869,the curse of the were-rabbit,5,6,6,12
691,870,ice age,5,6,6,12
692,871,field of dreams,0,18,2,30
693,872,the secret of nimh,5,6,18,42
694,873,the many adventures of winnie the pooh,5,6,6,12
695,874,robin hood,5,6,6,12
696,875,pinocchio,5,6,6,12
697,876,onward,5,6,6,12
698,877,sing 2,5,6,6,12
699,878,a monster calls,4,16,20,8
700,880,how to train your dragon: the hidden world,5,4,7,0
701,881,frozen,5,6,6,12
702,882,kokuriko-zaka kara,5,5,18,165
703,883,jug jugg jeeyo,1,16,20,172
704,884,luca,5,6,6,12
705,885,harry potter and the chamber of secrets,4,18,2,3
706,886,the emperor's new groove,5,6,6,12
707,887,the land before time,5,6,18,42
708,888,the neverending story,4,16,20,8
709,889,oliver!,0,18,13,31
710,890,alice in wonderland,5,6,6,12
711,891,raya and the last dragon,5,4,7,0
712,892,the lego batman movie,5,4,7,0
713,893,a street cat named bob,3,16,20,66
714,894,shaun the sheep: the calacitra,5,6,6,12
715,895,finding dory,5,6,6,12
716,896,despicable me 2,5,6,6,12
717,897,monsters university,5,6,6,12
718,898,megamind,5,4,6,67
719,900,eight below,4,16,20,8
720,901,shrek 2,5,6,6,12
721,902,lilo & stitch,5,6,6,12
722,903,corpse bride,5,16,20,69
723,904,tarzan,5,6,6,12
724,905,hercules,5,6,6,12
725,906,little women,0,18,3,108
726,907,heisei tanuki gassen ponpoko,5,5,18,165
727,908,the secret garden,0,18,2,30
728,909,the brave little toaster,5,6,20,45
729,910,labyrinth,4,18,2,3
730,911,the karate kid,8,16,20,125
731,912,the last unicorn,5,6,18,42
732,913,jason and the argonauts,8,6,20,89
733,914,one hundred and one dalmatians,5,6,6,12
734,915,lady and the tramp,5,6,6,12
735,916,peter pan,5,6,20,45
736,917,cinderella,5,18,2,79
737,918,bambi,5,6,18,42
738,919,wish dragon,5,6,6,12
739,920,christopher robin,4,5,18,19
740,921,stan & ollie,3,5,18,75
741,922,fantastic beasts and where to find them,4,18,2,3
742,923,encanto,5,5,20,86
743,924,the book of life,5,6,6,12
744,925,a dog's purpose,4,5,18,19
745,926,rise of the guardians,5,4,7,0
746,927,kung fu panda 2,5,4,7,0
747,928,rango,5,4,7,0
748,929,paddington,4,5,20,10
749,930,secretariat,3,16,20,66
750,931,the croods,5,6,6,12
751,932,bridge to terabithia,0,18,2,30
752,933,neko no ongaeshi,5,6,6,12
753,934,cars,5,6,6,12
754,935,a bug's life,5,6,6,12
755,936,the transformers: the movie,5,4,7,0
756,937,the great mouse detective,5,6,20,45
757,938,the fox and the hound,5,6,18,42
758,939,sleeping beauty,5,6,20,45
759,940,"20,000 leagues under the sea",4,16,20,8
760,941,dumbo,5,6,18,42
761,942,miracles from heaven,3,16,20,66
762,943,sing,5,5,20,86
763,945,kung fu panda 3,5,4,7,0
764,946,dragon ball z: doragon bôru z - kami to kami,5,4,7,0
765,947,goodbye christopher robin,3,16,20,66
766,948,winnie the pooh,5,6,6,12
767,949,arthur christmas,5,6,6,12
768,950,we bought a zoo,1,16,20,172
769,951,brave,5,6,6,12
770,952,the muppets,4,5,20,10
771,953,the princess and the frog,5,6,6,12
772,954,enchanted,5,6,6,12
773,955,the spongebob squarepants movie,5,6,6,12
774,956,spirit: stallion of the cimarron,5,6,18,42
775,957,treasure planet,5,6,20,45
776,958,fantasia 2000,5,18,2,79
777,959,the prince of egypt,5,6,18,42
778,960,chicken run,5,6,6,12
779,961,anastasia,5,6,18,42
780,962,balto,5,6,18,42
781,963,the dark crystal,4,18,2,3
782,964,the aristocats,5,6,6,12
783,965,the sword in the stone,5,6,6,12
784,966,turning red,5,6,6,12
785,967,ron's gone wrong,5,6,6,12
786,968,abominable,5,6,6,12
787,969,ralph breaks the internet,5,6,6,12
788,970,chip 'n dale: rescue rangers,5,6,6,12
789,971,the christmas chronicles,4,5,20,10
790,972,the peanuts movie,5,6,6,12
791,973,paranorman,5,6,6,12
792,974,soul surfer,3,16,20,66
793,975,son of rambow,8,6,6,17
794,976,hotel transylvania,5,6,6,12
795,977,marley & me,1,16,20,172
796,978,an unfinished life,0,18,3,108
797,979,elf,4,5,20,10
798,980,holes,4,5,18,19
